key,summary,description,assignee
HADOOP-15918,Namenode gets stuck when deleting large dir in trash,"Similar to the situation discussed in HDFS-13671, Namenode gets stuck for a long time when deleting trash dir with a large mount of data. We found log in namenode:

{quote}

2018-06-08 20:00:59,042 INFO namenode.FSNamesystem (FSNamesystemLock.java:writeUnlock(252)) - FSNamesystem write lock held for 23018 ms via
java.lang.Thread.getStackTrace(Thread.java:1552)
org.apache.hadoop.util.StringUtils.getStackTrace(StringUtils.java:1033)
org.apache.hadoop.hdfs.server.namenode.FSNamesystemLock.writeUnlock(FSNamesystemLock.java:254)
org.apache.hadoop.hdfs.server.namenode.FSNamesystem.writeUnlock(FSNamesystem.java:1567)
org.apache.hadoop.hdfs.server.namenode.FSNamesystem.delete(FSNamesystem.java:2820)
org.apache.hadoop.hdfs.server.namenode.NameNodeRpcServer.delete(NameNodeRpcServer.java:1047)

{quote}

One simple solution is to avoid deleting large data in one delete RPC call. We implement a trashPolicy that divide the delete operation into several delete RPCs, and each single deletion would not delete too many files.

Any thought? [~linyiqun]",tao jie
HADOOP-15917,AliyunOSS: fix incorrect ReadOps and WriteOps in statistics,,wujinhu
HADOOP-15916,Upgrade Maven Surefire plugin to 3.0.0-M1,Recently all the unit tests are failing. This is caused by the latest Java 8 issue reported at SUREFIRE-1588 and fixed in Maven Surefire plugin 3.0.0-M1. We need to update the plugin.,ajisakaa
HADOOP-15914,hadoop jar command has no help argument,"{{hadoop jar --help}} and {{hadoop jar help}} commands show outputs like this:
{noformat}
WARNING: Use ""yarn jar"" to launch YARN applications.
JAR does not exist or is not a normal file: /root/--help
{noformat}
Only if called with no arguments: {{hadoop jar}} we get the usage text, but even in that case we get:
{noformat}
WARNING: Use ""yarn jar"" to launch YARN applications.
RunJar jarFile [mainClass] args...
{noformat}
Where RunJar is wrapped by the hadoop script (so it should not be displayed).

{{hadoop --help}} displays the following:
{noformat}
jar <jar>     run a jar file. NOTE: please use ""yarn jar"" to launch YARN applications, not this command.
{noformat}
which is fine, but {{CommandsManual.md}} tells a bit more information about the usage of this command:
{noformat}
Usage: hadoop jar <jar> [mainClass] args...
{noformat}

My suggestion is to add a {{--help}} option to the {{hadoop jar}} command that would display this message.",adam.antal
HADOOP-15912,start-build-env.sh still creates an invalid /etc/sudoers.d/hadoop-build-${USER_ID} file entry after HADOOP-15802,"{noformat}
RUN echo -e ""${USER_NAME}\tALL=NOPASSWD: ALL"" > ""/etc/sudoers.d/hadoop-build-${USER_ID}""
{noformat}
creates
{noformat}
-e <USER_NAME>	ALL=NOPASSWD: ALL
{noformat}",ajisakaa
HADOOP-15909,KeyProvider class should implement Closeable,KeyProviders and the extensions have close() methods. The classes should implement Closeable that will allow try-with-resources to work and help catch original exceptions instead of finally blocks and exception masking that follows that.,kshukla
HADOOP-15908,hadoop-build-tools jar is downloaded from remote repository instead of using from local,"HADOOP-12893 added ""maven-remote-resources-plugin"" to hadoop-project/pom.xml to verify LICENSE.txt and NOTICE.txt files which includes ""hadoop-build-tools"" remote resource bundles. 
{code}
<plugin>
 <groupId>org.apache.maven.plugins</groupId>
 <artifactId>maven-remote-resources-plugin</artifactId>
 <version>${maven-remote-resources-plugin.version}</version>
 <configuration>
 <resourceBundles>
 <resourceBundle>org.apache.hadoop:hadoop-build-tools:${hadoop.version}</resourceBundle>
 </resourceBundles>
 </configuration>
 <dependencies>
 <dependency>
 <groupId>org.apache.hadoop</groupId>
 <artifactId>hadoop-build-tools</artifactId>
 <version>${hadoop.version}</version>
 </dependency>
 </dependencies>
 <executions>
 <execution>
 <goals>
 <goal>process</goal>
 </goals>
 </execution>
 </executions>
 </plugin>
{code}

If we build only some module we always download "" hadoop-build-tools"" from maven repository.

For example run:
cd hadoop-common-project/
mvn test
Then we will get the following output:
{noformat}
[INFO] --- maven-remote-resources-plugin:1.5:process (default) @ hadoop-annotations ---
Downloading from apache.snapshots: http://repository.apache.org/snapshots/org/apache/hadoop/hadoop-build-tools/3.3.0-SNAPSHOT/maven-metadata.xml
Downloaded from apache.snapshots: http://repository.apache.org/snapshots/org/apache/hadoop/hadoop-build-tools/3.3.0-SNAPSHOT/maven-metadata.xml (791 B at 684 B/s)
Downloading from apache.snapshots: http://repository.apache.org/snapshots/org/apache/hadoop/hadoop-main/3.3.0-SNAPSHOT/maven-metadata.xml
Downloaded from apache.snapshots: http://repository.apache.org/snapshots/org/apache/hadoop/hadoop-main/3.3.0-SNAPSHOT/maven-metadata.xml (609 B at 547 B/s)
Downloading from apache.snapshots.https: https://repository.apache.org/content/repositories/snapshots/org/apache/hadoop/hadoop-build-tools/3.3.0-SNAPSHOT/maven-metadata.xml
Downloaded from apache.snapshots.https: https://repository.apache.org/content/repositories/snapshots/org/apache/hadoop/hadoop-build-tools/3.3.0-SNAPSHOT/maven-metadata.xml (791 B at 343 B/s)
Downloading from apache.snapshots.https: https://repository.apache.org/content/repositories/snapshots/org/apache/hadoop/hadoop-build-tools/3.3.0-SNAPSHOT/hadoop-build-tools-3.3.0-20181022.232020-179.jar
Downloaded from apache.snapshots.https: https://repository.apache.org/content/repositories/snapshots/org/apache/hadoop/hadoop-build-tools/3.3.0-SNAPSHOT/hadoop-build-tools-3.3.0-20181022.232020-179.jar (0 B at 0 B/s)
{noformat}

If ""hadoop-build-tools"" jar doesn't exist in maven repository (for example we try to build new version locally before repository will be created ) we can't build some module:
For example run:
cd hadoop-common-project/
mvn test
Then we will get the following output:
{noformat}
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-remote-resources-plugin:1.5:process (default) on project hadoop-annotations: Execution default of goal org.apache.maven.plugins:maven-remote-resources-plugin:1.5:process failed: Plugin org.apache.maven.plugins:maven-remote-resources-plugin:1.5 or one of its dependencies could not be resolved: Failure to find org.apache.hadoop:hadoop-build-tools:jar:3.2.0 in https://repo.maven.apache.org/maven2 was cached in the local repository, resolution will not be reattempted until the update interval of central has elapsed or updates are forced -> [Help 1]
{noformat}

Therefore, we need to limit execution of the Remote Resources Plugin only in the root directory in which the build was run.
To accomplish this, we can use the ""runOnlyAtExecutionRoot parameter""
From maven documentation http://maven.apache.org/plugins/maven-remote-resources-plugin/usage.html",oshevchenko
HADOOP-15907,Add missing maven modules in BUILDING.txt,"In the Maven main modules section, I found the missing main module YARN.",jiwq
HADOOP-15904,"[JDK 11] Javadoc build failed due to ""bad use of '>'"" in hadoop-hdfs","{noformat}
$ mvn javadoc:javadoc -pl hadoop-hdfs-project/hadoop-hdfs
...
[ERROR] /hadoop/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/diskbalancer/planner/package-info.java:32: error: bad use of '>'
[ERROR]  *   // Creates a plan , like move 20 GB data from v1 -> v2
{noformat}",tasanuma0829
HADOOP-15903,Allow HttpServer2 to discover resources in /static when symlinks are used,"Currently, we instantiate /static with the default settings.
However, if this folder is behind a symbolic link, this won't load.l
This is exactly the same issue and solution as described in GEODE-5445.",elgoiri
HADOOP-15902,[JDK 11] Specify the HTML version of Javadoc to 4.01,"From JDK9, Javadoc has options to specify the HTML version.
{noformat}
$ javadoc --help
...
-html4        Generate HTML 4.01 output
-html5        Generate HTML 5 output
{noformat}
JDK8 supports only HTML 4.01 output. The default html version of JDK9 and JDK10 is 4.01. That of JDK11 is 5. Let's unify the version to 4.01 for now.",tasanuma0829
HADOOP-15901,IPC Client and Server should use Time.monotonicNow() for elapsed times.,"Client.java and Server.java  uses {{Time.now()}} to calculate the elapsed times/timeouts. This could result in undesired results when system clock's time changes.

{{Time.monotonicNow()}} should be used for elapsed time calculations within same JVM.

 ",vinayrpet
HADOOP-15900,Update JSch versions in LICENSE.txt,"HADOOP-14100 upgraded JSch from 0.1.51 to 0.1.54, however, LICENSE.txt was not updated.",ajisakaa
HADOOP-15899,Update AWS Java SDK versions in NOTICE.txt," 
The version of AWS Java SDK documented in NOTICE.txt and the version bundled in binary tarball are different in the most of branches.
|| ||pom.xml||NOTICE.txt||
|trunk|1.11.375|1.11.134|
|branch-3.2|1.11.375|1.11.134|
|branch-3.1|1.11.271|1.11.134|
|branch-3.0|1.11.271|1.11.134|
|branch-2|1.11.199|1.10.6|
|branch-2.9|1.11.199|1.10.6|
|branch-2.8|1.10.6|1.10.6|

 ",ajisakaa
HADOOP-15897,Port range binding fails due to socket bind race condition,"Java's {{ServerSocket#bind}} does both a bind and listen. At a system level, multiple processes may bind to the same port but only one may listen. Java sockets are left in an unrecoverable state when a process loses the race to listen first.

Servers that compete over a listening port range (ex. App Master) will fail the entire range after a collision.  The IPC layer should make a better effort to recover from failed binds.",daryn
HADOOP-15896,Refine Kerberos based AuthenticationHandler to check proxyuser ACL,"JWTRedirectAuthenticationHandler is based on KerberosAuthenticationHandler, and authentication method in KerberosAuthenticationHandler basically do this:

 {code}
String clientPrincipal = gssContext.getSrcName().toString();
        KerberosName kerberosName = new KerberosName(clientPrincipal);
        String userName = kerberosName.getShortName();
        token = new AuthenticationToken(userName, clientPrincipal, getType());
        response.setStatus(HttpServletResponse.SC_OK);
        LOG.trace(""SPNEGO completed for client principal [{}]"",
            clientPrincipal);
{code}

It obtains the short name of the client principal and respond OK.  This is fine for verifying end user.  However, in proxy user case (knox), this authentication is insufficient because knox principal name is: knox/host1.example.com@EXAMPLE.COM . KerberosAuthenticationHandler will gladly confirm that knox is knox.  Even if the knox/host1.example.com@EXAMPLE.COM is used from botnet.rogueresearchlab.tld host.  KerberosAuthenticationHandler may not need to change, if it does not have plan to support proxy, and ignores instance name of kerberos principal.  For JWTRedirectAuthenticationHandler which is designed for proxy use case.  It should check remote host matches the clientPrincipal instance name, without this check, it makes Kerberos vulnerable.",lmccay
HADOOP-15895,[JDK9+] Add missing javax.annotation-api dependency to hadoop-yarn-csi,"Javadoc build fails in hadoop-yarn-csi due to missing {{javax.annotation}}.
{noformat}
$ mvn javadoc:javadoc --projects hadoop-yarn-project/hadoop-yarn/hadoop-yarn-csi
...
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-javadoc-plugin:3.0.1:jar (module-javadocs) on project hadoop-yarn-csi: MavenReportException: Error while generating Javadoc:
[ERROR] Exit code: 1 - /hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-csi/target/generated-sources/protobuf/grpc-java/csi/v0/IdentityGrpc.java:20: error: cannot find symbol
[ERROR] @javax.annotation.Generated(
[ERROR]                  ^
[ERROR]   symbol:   class Generated
[ERROR]   location: package javax.annotation
[ERROR] /hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-csi/target/generated-sources/protobuf/grpc-java/csi/v0/ControllerGrpc.java:20: error: cannot find symbol
[ERROR] @javax.annotation.Generated(
[ERROR]                  ^
[ERROR]   symbol:   class Generated
[ERROR]   location: package javax.annotation
[ERROR] /hadoop/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-csi/target/generated-sources/protobuf/grpc-java/csi/v0/NodeGrpc.java:20: error: cannot find symbol
[ERROR] @javax.annotation.Generated(
[ERROR]                  ^
[ERROR]   symbol:   class Generated
[ERROR]   location: package javax.annotation
[ERROR]
[ERROR] Command line was: /usr/java/jdk-9.0.4/bin/javadoc @options @packages
{noformat}",tasanuma0829
HADOOP-15894,getFileChecksum() needs to adopt S3Guard,"Encountered a 404 failure in {{ITestS3AMiscOperations.testNonEmptyFileChecksumsUnencrypted}}; newly created file wasn't seen. Even with S3guard enabled, that method isn't doing anything to query the store for it existing.",jack-lee
HADOOP-15891,Provide Regex Based Mount Point In Inode Tree,"This jira is created to support regex based mount point in Inode Tree. We noticed that mount point only support fixed target path. However, we might have user cases when target needs to refer some fields from source. e.g. We might want a mapping of /cluster1/user1 => /cluster1-dc1/user-nn-user1, we want to refer `cluster` and `user` field in source to construct target. It's impossible to archive this with current link type. Though we could set one-to-one mapping, the mount table would become bloated if we have thousands of users. Besides, a regex mapping would empower us more flexibility. So we are going to build a regex based mount point which target could refer groups from src regex mapping. ",wzzdreamer
