key,summary,description,assignee
AIRFLOW-4541,Replace mkdirs usage with pathlib,_makedirs is used in 'airlfow.utils.file.mkdirs'  - it could be replaced with pathlib now with python3.5+_,basph
AIRFLOW-4537,Cleanup the mkdir_p function,"configuration.mkdir_p seems to come straight from [https://stackoverflow.com/a/600612.]

Now with Python 3.5, we have this functionality native. From the same post:

{{pathlib.Path(""/tmp/path/to/desired/directory"").mkdir(parents=True, exist_ok=True)}}

Remove the custom mkdir_p function and replace by pathlib. Will also resolve some imports to configuration, just for mkdir_p.",basph
AIRFLOW-4536,Split jobs module into package,,basph
AIRFLOW-4535,Breaks job.py into multiple files,,milton0825
AIRFLOW-4533,Give DAGs the ability to specify that they should be created paused/unpaused,"We have use cases with Dynamic DAGs where we want to create them unpaused, but we want most DAGs to be created paused as normal

Passing the pause/unpause state to the DAG constructor would be a good way to manage this. ",mpayton
AIRFLOW-4531,UI Mark success and Mark failed bug,"In 1.10.3 in the graph and tree pages, in the task on click menu, the mark success or mark failure in the GUI will now pick up the options set in Clear i.e. Past, Future, Downstream or Upstream.

Other users reporting the same issue in slack.

The work around is to set the options in the Clear settings

I believe the issue was introduced in https://issues.apache.org/jira/browse/AIRFLOW-4240. In the airflow/www/templates/dag.html file the method was changed to POST and unique variables were set rather than all the buttons passing the same variables in the get to different functions in [airflow/www/views.py|https://github.com/apache/airflow/commit/dbed51e702bf8177800183d2c4f595073aa2339d#diff-948e87b4f8f644b3ad8c7950958df033].




 ",jimbaldwin
AIRFLOW-4528,DataProcOperators do not stop underlying jobs on timeout,"When using DataProcOperators (like DataProcSparkOperator) with a specified `execution_timeout`, the DAG task is actually marked as failed and retry after the timeout, but the underlying job is not stopped.",alexisbrenon_ayl
AIRFLOW-4527,Connection error while calling refreshfromdb() makes the task stuck in running state,"{{I have setup airflow with mysql as metastore. When there is a network issue and task fails with a network connection reset exception, airflow tries to refresh status from db and gets a connection error - This results in task getting stuck in running.}}

{{There is no retry for mysql connection error and it never handles the exception}}

If worker nodes are unable to reach mysql to update task status, scheduler node should handle this scenario and mark those tasks failed. Tasks shouldn't be stuck in running state for ever.

 

 Scheduler heartbeat got an exception: (MySQLdb._exceptions.OperationalError) (2013, ""Lost connection to MySQL server at 'reading authorization packet', system error: 104"") (Background on this error at: [http://sqlalche.me/e/e3q8])

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data Traceback (most recent call last):

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/bin/airflow"", line 32, in <module>

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data args.func(args)

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/lib/python2.7/site-packages/airflow/utils/cli.py"", line 74, in wrapper

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data return f(*args, **kwargs)

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/lib/python2.7/site-packages/airflow/bin/cli.py"", line 526, in run

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data _run(args, dag, ti)

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/lib/python2.7/site-packages/airflow/bin/cli.py"", line 445, in _run

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data pool=args.pool,

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/lib/python2.7/site-packages/airflow/utils/db.py"", line 73, in wrapper

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data return func(*args, **kwargs)

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/lib/python2.7/site-packages/airflow/models.py"", line 1692, in _run_raw_task

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data self.refresh_from_db()

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/lib/python2.7/site-packages/airflow/utils/db.py"", line 73, in wrapper

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data return func(*args, **kwargs)

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data File ""/usr/local/lib/python2.7/site-packages/airflow/models.py"", line 1218, in refresh_from_db

{base_task_runner.py:101}

INFO - Job 989226: Subtask count_cust_shipped_data ti = qry.first()

 ",bharathpalaksha
AIRFLOW-4524,"""Ignore All Deps"" and ""Ignore Task Deps"" doesn't ignore task dependencies","After an upgrade from Airflow 1.10.1->1.10.3, we're seeing this behavior when trying to ""Run"" a task in the UI with ""Ignore All Deps"" and ""Ignore Task Deps"":
{code:java}
""Could not queue task instance for execution, dependencies not met: Trigger Rule: Task's trigger rule 'all_success' requires all upstream tasks to have succeeded, but found 1 non-success(es). upstream_tasks_state={'successes': 1, 'skipped': 0, 'upstream_failed': 0, 'failed': 0, 'done': 1, 'total': 2}, upstream_task_ids={'XXX', 'XXX'}""
{code}
I suspected this was due to the checkbox not getting applied so I investigated this in Chrome. Here's a 1.10.3 POST (broken):
{code:java}
dag_id: MY_DAG_ID
task_id: MY_TASK_ID
execution_date: 2019-05-15T00:00:00+00:00
origin: MY_AIRFLOW_SERVER
ignore_all_deps: 
ignore_ti_state: 
ignore_task_deps: 
ignore_all_deps: true
ignore_task_deps: true
downstream: true
recursive: true
{code}
And here's a 1.10.1 POST (working):
{code:java}
task_id: MY_TASK_ID
dag_id: MY_DAG_ID
ignore_all_deps: true
ignore_task_deps: true
ignore_ti_state: false
execution_date: 2019-05-16T11:00:00+00:00
origin: MY_AIRFLOW_SERVER
{code}
It looks like the JS here is doing something wonky and sending blank values for unchecked boxes, as well as checkboxes that don't apply to the current action, which is presumably breaking parsing when the server receives a json object with multiple conflicting keys.",ashb
AIRFLOW-4523,Command Parameter in Azure Container Instances Operator,"Hi, i´ve got a Problem with Azure Container Instances Operator: In my DAG the 'command' Parameter will be ignored..

I´m using Airflow 1.10.3

Here my Operator in my DAG:


{code:java}
chunk_data = AzureContainerInstancesOperator(

    ci_conn_id='azure_container_instances_default',

    registry_conn_id='azure_registry',

    resource_group='man-ano',

    name='aci-echo',

    image='mancr.azurecr.io/echo-docker:latest',

    region='westeurope',

    environment_variables={},

    memory_in_gb=4.0,

    cpu=1.0,

    command='world',

    task_id='aci-echo',

    dag=dag
)
{code}
 

 

And here the Error:
{code:java}
[2019-05-16 07:26:57,805] {{azure_container_instances_operator.py:162}} INFO - Starting container group with 1.0 cpu 4.0 mem

[2019-05-16 07:26:57,806] {{azure_container_instances_operator.py:201}} INFO - Deleting container group

[2019-05-16 07:26:57,807] {{logging_mixin.py:95}} INFO - [2019-05-16 07:26:57,806] {{log.py:114}} INFO - 2e336521-8ee7-4f3f-af7f-cb7e380a06af - TokenRequest:Getting token with client credentials.

[2019-05-16 07:26:57,902] {{__init__.py:1580}} ERROR - Refuse str type as a valid iter type.

Traceback (most recent call last):

 File ""/usr/local/lib/python3.6/site-packages/airflow/models/__init__.py"", line 1441, in _run_raw_task

   result = task_copy.execute(context=context)

 File ""/usr/local/lib/python3.6/site-packages/airflow/contrib/operators/azure_container_instances_operator.py"", line 184, in execute

   ci_hook.create_or_update(self.resource_group, self.name, container_group)

 File ""/usr/local/lib/python3.6/site-packages/airflow/contrib/hooks/azure_container_instance_hook.py"", line 88, in create_or_update

   container_group)

 File ""/usr/local/lib/python3.6/site-packages/azure/mgmt/containerinstance/operations/container_groups_operations.py"", line 337, in create_or_update

   **operation_config

 File ""/usr/local/lib/python3.6/site-packages/azure/mgmt/containerinstance/operations/container_groups_operations.py"", line 280, in _create_or_update_initial

   body_content = self._serialize.body(container_group, 'ContainerGroup')

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 580, in body

   return self._serialize(data, data_type, **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 452, in _serialize

   target_obj, data_type, **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 715, in serialize_data

   return self._serialize(data, **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 489, in _serialize

   new_attr = self.serialize_data(orig_attr, attr_desc['type'], **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 708, in serialize_data

   data, data_type[1:-1], **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 783, in serialize_iter

   serialized.append(self.serialize_data(d, iter_type, **kwargs))

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 715, in serialize_data

   return self._serialize(data, **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 489, in _serialize

   new_attr = self.serialize_data(orig_attr, attr_desc['type'], **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 708, in serialize_data

   data, data_type[1:-1], **kwargs)

 File ""/usr/local/lib/python3.6/site-packages/msrest/serialization.py"", line 776, in serialize_iter

   raise SerializationError(""Refuse str type as a valid iter type."")

msrest.exceptions.SerializationError: Refuse str type as a valid iter type.

[2019-05-16 07:26:57,907] {{__init__.py:1611}} INFO - Marking task as FAILED.
{code}

Does anyone has an explanation for my problem ?
Thanks!",trollgeir
AIRFLOW-4521,Pause dag also pause subdags,Currently pause dag only pause the parent DAG but not pause the subdags.,milton0825
AIRFLOW-4515,KubernetesExecutor hangs in the subdag context,"The bug is that when using the kubernetes executor in a k8s cluster and running a subdag with `executor=KubernetesExecutor()` the subdag never returns. Just runs infinitely. Here is an example repo https://github.com/slocke716/test_subdags

This is occurring on 1.10.3 1.10.3post1 and 1.10.3b2 at least

Not passing `executor=KubernetesExecutor()` into the subdag operator is not an option since it defaults to the SequentialExecutor and changing to the LocalExecutor causes thread errors because we require quite a bit of concurrency",dimberman
AIRFLOW-4512,New trigger rule for tasks - At least one successful,"{{New trigger rule - *atleast_one_success*}}

{{Trigger rules help in defining better dependencies on up stream tasks. There are good number of rules currently defined which are as below}}
 * {{all_success}}: (default) all parents have succeeded

 * {{all_failed}}: all parents are in a {{failed}} or {{upstream_failed}} state

 * {{all_done}}: all parents are done with their execution

 * {{one_failed}}: fires as soon as at least one parent has failed, it does not wait for all parents to be done

 * {{one_success}}: fires as soon as at least one parent succeeds, it does not wait for all parents to be done

 * {{none_failed}}: all parents have not failed ({{failed}} or {{upstream_failed}}) i.e. all parents have succeeded or been skipped

 * {{none_skipped}}: no parent is in a {{skipped}} state, i.e. all parents are in a {{success}}, {{failed}}, or {{upstream_failed}} state

 * {{dummy}}: dependencies are just for show, trigger at will

 

There can be another rule added here which is *atleast_one_success* - This waits for all parent tasks to be complete and checks if at least one parent is successful and triggers current task. It differs from one_success as it waits for all parents to be done. 

Consider a very common scenario in data pipelines where you have a number of parallel tasks generating some data. As a downstream task to all these generate tasks, you have a task to collate all data into one collection which has to run if any of the upstream generate is successful and also has to wait for all of them to be done. one_success can't be used as it doesn't wait for other tasks.",bharathpalaksha
AIRFLOW-4511,Travis CI builds fail randomly - usually when pulling Docker images or pip install,"Travis experiences some randome build failures recently and they opened an incident for this:

[https://www.traviscistatus.com/incidents/pcqjnb3v1p57]

They suggested a temporary solution to check if that fixes our problem:

 

Here's the snippet we would like you to add to your .travis.yml file:

 
{code:java}
before_install:
  - echo ""options timeout:5"" | sudo tee -a /etc/resolvconf/resolv.conf.d/tail
  - echo ""options attempts:5"" | sudo tee -a /etc/resolvconf/resolv.conf.d/tail
  - sudo service resolvconf restart
{code}
 ",higrys
AIRFLOW-4510,Timezone set incorrectly if multiple DAGs defined in the same file,"If multiple DAGs are defined in the same file and they share the same default_args, then the subsequent DAGs have an incorrect timezone.

 

Steps to reproduce:

 

Set the default_timezone to be non-UTC in airflow.cfg

 
{noformat}
default_timezone = America/New_York{noformat}
 

DAG definition which has multiple DAGs in the same file:

 

 
{code:java}
from airflow import DAG
from airflow.operators.bash_operator import BashOperator
from datetime import datetime, timedelta

default_args = {
 'owner': 'airflow',
 'depends_on_past': False,
 'start_date': datetime(2019, 5, 11),
}
def make_dynamic_dag(schedule_interval, dag_name):

 dag = DAG(f""tutorial_{dag_name}"", default_args=default_args, schedule_interval=schedule_interval)
 t1 = BashOperator(task_id='print_date', bash_command='date', dag=dag)
 return dag
test_dag_1 = make_dynamic_dag(""00 15 * * *"", “1”)
test_dag_2 = make_dynamic_dag(""00 18 * * *"", “2”)
{code}
 

 

test_dag_1 is expected to run at 15:00 EST or 19:00 UTC and test_dag_2 is expected to run at 18:00 EST or 22:00 UTC.

 

However, test_dag_2 runs at 18:00 UTC which seems to point at it losing timezone information:

!Screen Shot 2019-05-13 at 2.41.54 PM.png!

 

I added some logging in the Airflow code around the default_args initialization and it confirmed the hypothesis that the default_args were being mutated:

 
{noformat}
[2019-05-13 18:40:10,409] {__init__.py:3045} INFO - default_args for DAG tutorial_1: {'owner': 'airflow', 'start_date': datetime.datetime(2019, 5, 11, 0, 0)}
[2019-05-13 18:40:10,410] {__init__.py:3045} INFO - default_args for DAG tutorial_2: {'owner': 'airflow', 'start_date': <Pendulum [2019-05-11T04:00:00+00:00]>}
{noformat}
 

 

As a simple fix, I changed the DAG definition to:
{noformat}
dag = DAG(f""tutorial_{dag_name}"", default_args=default_args, schedule_interval=schedule_interval){noformat}
and this seems to fix the problem:

 
{noformat}
[2019-05-13 18:44:44,674] {__init__.py:3045} INFO - default_args for DAG tutorial_1: {'owner': 'airflow', 'start_date': datetime.datetime(2019, 5, 11, 0, 0)}
[2019-05-13 18:44:44,676] {__init__.py:3045} INFO - default_args for DAG tutorial_2: {'owner': 'airflow', 'start_date': datetime.datetime(2019, 5, 11, 0, 0)}
{noformat}
 

!Screen Shot 2019-05-13 at 6.45.25 PM.png!

I want to add a fix to create a deep-copy of default_args here: [https://github.com/apache/airflow/blob/master/airflow/models/dag.py#L197]",abhishekray
AIRFLOW-4509,SubDagOperator using scheduler instead of backfill,Make SubDagOperator use Airflow scheduler instead of backfill to schedule tasks.,milton0825
AIRFLOW-4506,Make GIT_SYNC_DEPTH and GIT_SYNC_REV configurable,"Hey there,

I would love to see these two variables for *git-sync* init container configurable as currently this is limiting git-sync to only sync dag repository's branch tip with only the last commit. I am more than happy to implement it myself.

 

Thanks for consideration and responses!

Cheers",andrej.baran
AIRFLOW-4505,Setup.py correct tag ALL for PY3,"Currently I need (like probably a lot of people only PY3 packages) , and for that I need to use

 
{code:java}
apache-airflow[devel_ci]==1.10.3 {code}
 

But it do not explicit my needs , I would prefer

 
{code:java}
apache-airflow[all]==1.10.3 {code}
I propose to correct the tag ALL in a PY3 context",raphaelauv
AIRFLOW-4504,Remove unnecessary join in run_command(),,basph
AIRFLOW-4497,KubernetesExecutor fails to launch pods when using run_as_user or fs_group options,"If you set the run_as_user or the fs_group options in the airflow.cfg file when using the KubernetesExecutor the pods will fail to launch with the following error message:

 
{noformat}
[2019-05-10 05:36:09,207] {pod_launcher.py:60} ERROR - Exception when attempting to create Namespaced Pod.
Traceback (most recent call last):
File ""/usr/local/lib/python3.6/site-packages/airflow/contrib/kubernetes/pod_launcher.py"", line 57, in run_pod_async
resp = self._client.create_namespaced_pod(body=req, namespace=pod.namespace)
File ""/usr/local/lib/python3.6/site-packages/kubernetes/client/apis/core_v1_api.py"", line 6115, in create_namespaced_pod
(data) = self.create_namespaced_pod_with_http_info(namespace, body, **kwargs)
File ""/usr/local/lib/python3.6/site-packages/kubernetes/client/apis/core_v1_api.py"", line 6206, in create_namespaced_pod_with_http_info
collection_formats=collection_formats)
File ""/usr/local/lib/python3.6/site-packages/kubernetes/client/api_client.py"", line 334, in call_api
_return_http_data_only, collection_formats, _preload_content, _request_timeout)
File ""/usr/local/lib/python3.6/site-packages/kubernetes/client/api_client.py"", line 168, in __call_api
_request_timeout=_request_timeout)
File ""/usr/local/lib/python3.6/site-packages/kubernetes/client/api_client.py"", line 377, in request
body=body)
File ""/usr/local/lib/python3.6/site-packages/kubernetes/client/rest.py"", line 266, in POST
body=body)
File ""/usr/local/lib/python3.6/site-packages/kubernetes/client/rest.py"", line 222, in request
raise ApiException(http_resp=r)
kubernetes.client.rest.ApiException: (400)
Reason: Bad Request
HTTP response headers: HTTPHeaderDict({'Content-Type': 'application/json', 'Date': 'Fri, 10 May 2019 05:36:09 GMT', 'Content-Length': '428'})
HTTP response body: {""kind"":""Status"",""apiVersion"":""v1"",""metadata"":{},""status"":""Failure"",""message"":""Pod in version \""v1\"" cannot be handled as a Pod: v1.Pod.Spec: v1.PodSpec.SecurityContext: v1.PodSecurityContext.FSGroup: readUint64: unexpected character: \ufffd, error found in #10 byte of ...|sGroup\"": \""65533\""}}}|..., bigger context ...|, \""affinity\"": {}, \""securityContext\"": {\""fsGroup\"": \""65533\""}}}|..."",""reason"":""BadRequest"",""code"":400}{noformat}
 

It seems like those two options are getting put into the pod manifest as strings instead of integers?

 

My airflow.cfg options:

 
{noformat}
[kubernetes]
run_as_user = 1000
fs_group = 65533{noformat}
 ",pgag
AIRFLOW-4495,allow externally triggered dags to run for future 'Execution date',"1. 
 useful to handle future date for externally triggered batch process where ingesting 'forecast' data where filename date is in the future

2.
 this error is just in the scheduler log and not propagated up, so the dag stays in 'running' state forever (or for 1 year waiting for the time to pass :) )
 ERROR - Execution date is in future: 2020-01-01 00:00:00+00:00

 

 

fix below works if u only have externally triggered DAGs:

 

commenting below ti_deps\deps\runnable_exec_date_dep.py

        #if ti.execution_date > cur_date:

        #    yield self._failing_status(

        #        reason=""Execution date \{0} is in the future (the current ""

        #               ""date is \{1})."".format(ti.execution_date.isoformat(),

        #                                      cur_date.isoformat()))

 

commenting below jobs.py

            # don't consider runs that are executed in the future

            #if run.execution_date > timezone.utcnow():

            #    self.log.error(

            #        ""Execution date is in future: %s"",

            #        run.execution_date

            #    )

            #    continue

 ",toopt4
AIRFLOW-4492,Dataproc operator does not capture error from create cluster failure,"This line [1] captures the detail message as exception when cluster enters the ERROR state, however, Dataproc does not populate the detail field if cluster creation fails.

The correct behavior is to poll on Operation and report the error from the Operation, instead of polling on the cluster.

[[1] https://github.com/apache/airflow/blob/master/airflow/contrib/operators/dataproc_operator.py#L252|https://github.com/apache/airflow/blob/master/airflow/contrib/operators/dataproc_operator.py#L252]",dansedov
AIRFLOW-4490,dag_run.conf should be an empty dictionary by default,"Currently, if no conf is provided when running a dag, the `dag_run.conf` instance is None. 

When a DAG might not always be triggered with a configuration, this leads to needing to handle an ""empty"" configuration like this :

{code}
{{ if dag_run.conf and dag_run.conf.get('value') and ... }}
{code}

If dag_run.conf was an empty dictionary by default, this could simply become:

{code}
{{ if dag_run.conf.get('key') and ....}}
{code}

 ",yampelo
AIRFLOW-4487,Move k8s executor from contrib to executors,"Considering that the k8s executor is now supported by core
committers, we should move it from contrib to the primary executor
directory.",dimberman
AIRFLOW-4486,Enhance MySQL hook to allow for IAM authentication,"Enhance to current MySqlHook to allow for connecting to AWS RDS AWS IAM authentication.

The hook will use an AWSHook to generate a temporary token via boto3. This token will be passed in as the password.

To specify IAM authentication, the following extras can be added to the MySql connection

{ ""iam"":true, ""region"":""us-west-1"", ""aws_conn_id"":""my_aws_conn"" }",andrewhharmon
AIRFLOW-4482,Add execution_date to trigger DAG run API response,"We are using experimental REST API for automating Airflow from Jenkins and our workflow looks like this:
 * Jenkins job triggers DAG run (using _POST /api/experimental/dags/*<dag_id>*/dag_runs_)
 * Airflow API returns response like this: 

{code:java}
 {""message"":""Created <DagRun dag_id @ 2019-05-08 11:42:43+00:00: run_id, externally triggered: True>""}  {code}
 * Jenkins job parses the response for _*execution_date*_ (2019-05-08T11:42:43 for response above)
 * Jenkins job further uses execution_date to check DAG run state using _POST /api/experimental/dags/*<dag_id>*/dag_runs/*<execution_date>*_
 * Also Jenkins job generates DAG run UI link

Here is [the code|https://github.com/doublescoring/jenkins-pipeline-goodness/blob/master/src/main/groovy/airflow.groovy].

Actually it is not a good idea to parse message string for execution_date. So it is proposed to add _*execution_date*_ in DAG run trigger API response as a field. It makes it possible to get execution_date directly from the response without dirty and unpredictable parsing. After this improvement API response will be like this:

 
{code:java}
{'execution_date': '2019-05-08T07:03:09+00:00', 'message': 'Created <DagRun dag_id @ 2019-05-08 07:03:09+00:00: manual__2019-05-08T07:03:09+00:00, externally triggered: True>'}
{code}
 

 ",pshuvalov
AIRFLOW-4480,dagrun_timeout won't trigger callbacks,"AIRFLOW-511 introduced on_success_callback and on_failure_callback callbacks and passed test_dagrun_success_callback and test_dagrun_failure_callback tests. This is great. But for dagrun_timeout, airflow hasn't covered the case. Although there is one line to handle_callback when dag exceeded dagrun_timeout, actually it won't ever trigger any callbacks. The reason is the dag [here|https://github.com/apache/airflow/blob/1.10.3/airflow/jobs.py#L802] has no on_success_callback and on_failure_callback which are both None. These DAGs are from [DagFileProcessor|https://github.com/apache/airflow/blob/1.10.3/airflow/jobs.py#L307] which parsed python files to get DAG ids and then get DAGs with None callbacks.

I've checked airflow database, seems it doesn't store callbacks in the database. Are there any approaches that we can get DAGs with callbacks along with other DAG settings in [SchedulerJob|https://github.com/apache/airflow/blob/1.10.3/airflow/jobs.py#L399]? Or in brief how to trigger callbacks when dagrun_timeout? Thanks.",ahaidrey
AIRFLOW-4478,Operators instantiate many duplicate objects,"`BaseOperator` creates a `Resources` instance, which in turn creates four `Resource` instances. Class creation in python isn't free; creating `Resources` and its child classes takes ~5μs out of a total of ~20μs to instantiate a `BaseOperator` on my system. This time adds up when creating tens of thousands of operators, especially in environments like GCP Cloud Composer that are very sensitive to DAG parse time.

Assuming that most users don't actually configure task resources, since they're only respected by the non-default `CgroupTaskRunner`, we can save time by creating a single `Resources` instance and sharing it across tasks that don't set `resources`. We could do even better by allowing users to pass a `Resources` instance to `BaseOperator` rather than passing a `dict` that's used to instantiate `Resources`, but that would be a breaking change.",fifarzh
AIRFLOW-4477,Add v2.models to BigQueryHook,"Add v2.models to BigQueryHook

Reference: [https://cloud.google.com/bigquery/docs/reference/rest/v2/models]",ryan.yuan
AIRFLOW-4475,Use type-hinting within the k8s executor,"Now that we only support python 3.6+, we should take advantage of type hints to ensure a cleaner and easier to use codebase",dimberman
AIRFLOW-4474,Split K8s executor into multiple files,"As a first step in refactoring the k8s executor for easier development, let's seperate logically isolated components",dimberman
AIRFLOW-4471,Dataproc operator templated fields improvements,"This ticket is about:
 * Fixing bugs in documentation.
 * Adding 'dataproc_jars' as templated field for missing DataProcXXXXXOperators
 * Renaming 'dataproc_xxxx_jars' to dataproc_jars to remove duplication.",martijnvdgrift
AIRFLOW-4468,Add max_overflow parameter for configuration of SQLAlchemy connection pool,"I reckon it would be great if we can set max_overflow. Sometimes, this parameter is actually necessary and useful to make a number of connections more predictable. ",izebit
AIRFLOW-4465,ssh_operator: pass remote_host via ssh_hook constructor ,"The current ssh_operator code constructs an SSHHook and then updates it.

Change to pass in via the constructor and only update if SSHHook is (pre-)defined in the ssh_operator instance.",eepstein
AIRFLOW-4464,Fix case-insensitive id columns in mysql,"By default, string comparisons in mysql are case-insensitive, so the task ids ""foo"" and ""FOO"" are treated as identical. This means that a dag with those task ids will fail to schedule with a sqlalchemy `IntegrityError` using mysql, but not postgres or sqlite. This situation probably doesn't happen often, and users probably shouldn't use task ids that are identical except for case, but I think we should improve the behavior here. A few options:

 
 * Configure sqlalchemy to use a binary collation for string id columns under mysql so that string comparisons are case-sensitive.
 * Require dag and task ids to be unique regardless of case. This would be a breaking change.
 * Document that mysql users should configure mysql to use binary collations for string types by default. This would still show users a 500 if the database isn't configured correctly.

 

I'll submit a pull request with a failing unit test to describe the issue.",jmcarp
AIRFLOW-4463,Short DAG retries lead to a divide by zero-error,"A short retry interval leads to a divide by zero error. To replicate, create a DAG with a short retry interval (1 second), and eventually the following error will appear:

```

Traceback (most recent call last):

...
 File ""/app/airflow/models/taskinstance.py"", line 630, in next_retry_datetime
 modded_hash = min_backoff + hash % min_backoff
ZeroDivisionError: integer division or modulo by zero

```",chris7
